id,bill_id,customer_id,invoice_date,year,month,total_rent_cost,received_total_rent_cost,pending_rent_cost,actual_total_security_deposit_amount,received_total_security_deposit_amount,pending_security_amount,received_total_processing_fee,received__total_installation_fee,followup_status,remarks,is_paid_total_amount,invoice_status,due_date,tax,discount_amount,discount_type,discount_reason,Late_Payment_Charge,invoice_mail_status,invoice_sms_status
828,,PR1177,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
829,,PR1178,,2018,Aug,2330.51,0.00,2750.00,0.00,0.00,0,0.00,0.00,,,0,,,419.49,0,0,,0.00,1,0
830,,PR1179,,2018,Aug,466.10,0.00,1100.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
831,,PR1180,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
832,,PR1181,,2018,Aug,466.10,0.00,547.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
833,,PR1182,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
834,,PR1183,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
835,,PR1185,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
836,,PR1187,,2018,Aug,1716.10,0.00,2150.00,0.00,0.00,0,0.00,0.00,,,0,,,433.90,0,0,,0.00,1,0
837,,PR1188,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
838,,PR1189,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
839,,PR1190,,2018,Aug,1339.29,0.00,1500.00,0.00,0.00,0,0.00,0.00,,,0,,,160.71,0,0,,0.00,1,0
840,,PR1191,,2018,Aug,593.22,0.00,117.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
841,,PR1193,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
842,,PR1194,,2018,Aug,466.10,0.00,100.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
843,,PR1195,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
844,,PR1196,,2018,Aug,762.71,0.00,854.24,0.00,0.00,0,0.00,0.00,,,0,,,91.53,0,0,,0.00,1,0
845,,PR1197,,2018,Aug,4449.15,0.00,1399.99,0.00,0.00,0,0.00,0.00,,,0,,,800.84,0,0,,0.00,1,0
846,,PR1198,,2018,Aug,1016.95,0.00,1200.00,0.00,0.00,0,0.00,0.00,,,0,,,183.05,0,0,,0.00,1,0
847,,PR1199,,2018,Aug,847.46,0.00,1000.00,0.00,0.00,0,0.00,0.00,,,0,,,152.54,0,0,,0.00,1,0
848,,PR1200,,2018,Aug,1843.22,0.00,2300.00,0.00,0.00,0,0.00,0.00,,,0,,,456.78,0,0,,0.00,1,0
849,,PR1201,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
850,,PR1202,,2018,Aug,1250.00,0.00,1497.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
851,,PR1204,,2018,Aug,593.22,0.00,270.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
852,,PR1205,,2018,Aug,9105.53,0.00,11099.98,0.00,0.00,0,0.00,0.00,,,0,,,1994.45,0,0,,0.00,1,0
853,,PR1206,,2018,Aug,593.22,0.00,565.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
854,,PR1208,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
855,,PR1209,,2018,Aug,466.10,0.00,390.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
856,,PR1210,,2018,Aug,466.10,0.00,290.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
857,,PR1211,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
858,,PR1212,,2018,Aug,3209.74,0.00,2194.99,0.00,0.00,0,0.00,0.00,,,0,,,640.25,0,0,,0.00,1,0
859,,PR1213,,2018,Aug,625.00,0.00,800.00,0.00,0.00,0,0.00,0.00,,,0,,,175.00,0,0,,0.00,1,0
860,,PR1216,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
861,,PR1217,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
862,,PR1218,,2018,Aug,2699.95,0.00,3350.01,0.00,0.00,0,0.00,0.00,,,0,,,650.06,0,0,,0.00,1,0
863,,PR1219,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
864,,PR1220,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
865,,PR1221,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
866,,PR1223,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
867,,PR1224,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
868,,PR1225,,2018,Aug,1218.22,0.00,1558.00,0.00,0.00,0,0.00,0.00,,,0,,,281.78,0,0,,0.00,1,0
869,,PR1226,,2018,Aug,1726.69,0.00,1825.99,0.00,0.00,0,0.00,0.00,,,0,,,373.30,0,0,,0.00,1,0
870,,PR1227,,2018,Aug,1250.00,0.00,1600.00,0.00,0.00,0,0.00,0.00,,,0,,,350.00,0,0,,0.00,1,0
871,,PR1228,,2018,Aug,2488.09,0.00,3100.01,0.00,0.00,0,0.00,0.00,,,0,,,611.92,0,0,,0.00,1,0
872,,PR1229,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
873,,PR1230,,2018,Aug,593.22,0.00,700.00,0.00,0.00,0,0.00,0.00,,,0,,,106.78,0,0,,0.00,1,0
874,,PR1231,,2018,Aug,2309.32,0.00,2850.00,0.00,0.00,0,0.00,0.00,,,0,,,540.68,0,0,,0.00,1,0
875,,PR1232,,2018,Aug,466.10,0.00,550.00,0.00,0.00,0,0.00,0.00,,,0,,,83.90,0,0,,0.00,1,0
876,,PR1234,,2018,Aug,1779.66,0.00,2100.00,0.00,0.00,0,0.00,0.00,,,0,,,320.34,0,0,,0.00,1,0
877,,PR1235,,2018,Aug,2669.49,0.00,3556.00,0.00,0.00,0,0.00,0.00,,,0,,,480.51,0,0,,0.00,1,0
878,,PR1236,,2018,Aug,1059.32,0.00,1250.00,0.00,0.00,0,0.00,0.00,,,0,,,190.68,0,0,,0.00,1,0
879,,PR1237,,2018,Aug,1322.58,0.00,1300.64,0.00,0.00,0,0.00,0.00,,,0,,,238.06,0,0,,0.00,1,0
